-49.8,0,0,0,1617006463.498
-58.2,0,0,0,1617006763.397
-54.2,0,0,0,1617007063.276
-56.6,0,0,0,1617007363.176
-56.2,0,0,0,1617007663.08
-56.4,0,0,0,1617007962.971
-52.8,0,0,0,1617013802.408
-117.2,0,0,0,1617015602.194
-116.8,0,0,0,1617017401.995
-116.6,0,0,0,1617019201.783
-116.6,0,0,0,1617021001.572
-116.6,0,0,0,1617022801.342
-116.6,0,0,0,1617024601.113
-116.2,0,0,0,1617026400.904
-115.8,0,0,0,1617028200.676
-116.2,0,0,0,1617030000.471
-116.2,0,0,0,1617031800.252
-116,0,0,0,1617033600.024
-116.4,0,0,0,1617035399.826
-116.2,0,0,0,1617037199.622
-116.2,0,0,0,1617038999.38
-117,0,0,0,1617042598.939
-116.6,0,0,0,1617044398.725
-116.4,0,0,0,1617047998.293
-116.4,0,0,0,1617049798.069
-116.4,0,0,0,1617051597.847
-116.6,0,0,0,1617053397.648
-116.6,0,0,0,1617055197.421
-116.8,0,0,0,1617056997.206
-116.8,0,0,0,1617058796.969
-117.4,0,0,0,1617060596.761
-117.2,0,0,0,1617062396.564
-117,0,0,0,1617064196.345
-117.2,0,0,0,1617065996.124
-117,0,0,0,1617067796.002
-116.8,0,0,0,1617069595.693
-117.4,0,0,0,1617071395.465
-117,0,0,0,1617073195.242
-117,0,0,0,1617074995.045
-116.8,0,0,0,1617076795.004
-117.2,0,0,0,1617078594.752
-117.4,0,0,0,1617080394.544
-116.8,0,0,0,1617082194.354
-117,0,0,0,1617083994.105
-116.6,0,0,0,1617085793.9
-115.6,0,0,0,1617087593.706
-115.8,0,0,0,1617089393.456
-115.8,0,0,0,1617091193.229
-116,0,0,0,1617092993.051
-115.6,0,0,0,1617094792.802
-115.4,0,0,0,1617096592.602
-115.6,0,0,0,1617098392.392
-115.4,0,0,0,1617100192.16
-115.8,0,0,0,1617101991.952
-116.6,0,0,0,1617103791.742
-116.2,0,0,0,1617105591.498
-116.4,0,0,0,1617107391.281
-116.4,0,0,0,1617109191.089
-116.6,0,0,0,1617110990.865
-116.2,0,0,0,1617112790.659
-116,0,0,0,1617114590.437
-116.8,0,0,0,1617116390.218
-116.6,0,0,0,1617118190.051
-116,0,0,0,1617119989.773
-116.4,0,0,0,1617121789.556
-116.2,0,0,0,1617123589.333
-116.6,0,0,0,1617125389.127
-116.4,0,0,0,1617127188.901
-117.2,0,0,0,1617128988.676
-118.6,0,0,0,1617130788.469
-119,0,0,0,1617132588.25
-118.8,0,0,0,1617134388.023
-119,0,0,0,1617136187.81
-118.6,0,0,0,1617137987.587
-118.8,0,0,0,1617139787.372
-118.8,0,0,0,1617141587.158
-119,0,0,0,1617143386.959
-119,0,0,0,1617145186.725
-119,0,0,0,1617146986.516
-118.6,0,0,0,1617148786.295
-119,0,0,0,1617150586.075
-118.6,0,0,0,1617152385.851
-118.4,0,0,0,1617154185.631
-118.4,0,0,0,1617155985.427
-118.8,0,0,0,1617157785.205
-118.4,0,0,0,1617159584.983
-118.4,0,0,0,1617163184.563
-118.6,0,0,0,1617164984.355
-118.8,0,0,0,1617168583.941
-118.2,0,0,0,1617170383.678
-117.6,0,0,0,1617172183.461
-117,0,0,0,1617173983.246
-116.8,0,0,0,1617175783.023
-116.4,0,0,0,1617177582.812
-116.2,0,0,0,1617179382.591
-116.2,0,0,0,1617181182.389
-116.6,0,0,0,1617182982.164
-116.4,0,0,0,1617184781.934
-116.8,0,0,0,1617186581.743
-117.2,0,0,0,1617188381.495
-117.6,0,0,0,1617190181.378
-117.4,0,0,0,1617191981.071
-117.6,0,0,0,1617193780.847
-118,0,0,0,1617195580.645
-117.8,0,0,0,1617197380.445
-118.2,0,0,0,1617199180.207
-117.6,0,0,0,1617200979.983
-117.8,0,0,0,1617202779.765
-117.4,0,0,0,1617204579.542
-118.2,0,0,0,1617206379.34
-118,0,0,0,1617208179.107
-118,0,0,0,1617209978.92
-118.2,0,0,0,1617211778.677
-118.4,0,0,0,1617213578.467
-118.2,0,0,0,1617215378.245
-119,0,0,0,1617217178.024
